group_id,id,name,year_of_study,experience_level,hackathons_done,preferred_role,objective,friend_registration,preferred_team_size,Saturday afternoon,Sunday afternoon,Saturday night,Sunday morning,Saturday morning,C++,IoT,IoT,React Native,Data Analysis,UI/UX,Git,Design,Design,Go,Android Development,iOS Development,JavaScript,Blockchain,Blockchain,Java,Python,postgresql,MongoDB,Docker,PostgreSQL,TypeScript,Natural Language Processing,SQL,Agile,React,typescript,PyTorch,Data Visualization,DevOps,DevOps,AWS/Azure/GCP,Figma,HTML/CSS,design,Computer Vision,Machine Learning,Flutter,TensorFlow,Data,Rust,Flask,Catalan,English,French,German,Italian,Portuguese,Spanish,AR/VR,Blockchain,Blockchain,Communication,Cybersecurity,Databases,Design,Design,DevOps,DevOps,E-commerce/Retail,Education,Enterprise,Fintech,Gaming,Health,IoT,IoT,Life Hacks,Machine Learning/AI,Mobile,Music/Art,Productivity,Quantum,Robotic Process Automation,Social Good,Voice skills,Web,group_common_features
6,d95659ab-ee99-45a2-bfc1-aca8bfca4359,Ariadna Maria English,1,1,2,5,1,['ddc24869-63e6-4ed7-8f99-8101b1a3190c'],3,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,English; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Gaming; Machine Learning/AI; DevOps
7,520e16fc-6b18-4431-bd58-29e814c5463d,Ana Sophia Rodriguez,1,1,1,5,1,"['9df2bd03-e5e9-4a92-833f-5b51ae109ee3', 'cf9023f4-dafe-4ceb-b720-ec2ae6ecb789']",4,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Enterprise; DevOps
7,9df2bd03-e5e9-4a92-833f-5b51ae109ee3,Emily Rose Wiley,4,2,4,1,3,"['520e16fc-6b18-4431-bd58-29e814c5463d', 'cf9023f4-dafe-4ceb-b720-ec2ae6ecb789']",3,1,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Enterprise; DevOps
7,cf9023f4-dafe-4ceb-b720-ec2ae6ecb789,Arià Sutherland,3,2,1,2,1,"['520e16fc-6b18-4431-bd58-29e814c5463d', '9df2bd03-e5e9-4a92-833f-5b51ae109ee3']",4,1,1,1,1,1,0,5,0,7,0,0,0,0,0,5,7,0,0,6,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Enterprise; DevOps
8,654ad47a-47eb-4612-a32c-7906f5783240,Luna Sousa,4,2,2,5,1,"['ca0dfccf-5819-4419-9ab1-2cab701ddf46', 'b5bdaad4-2b82-42ae-b150-fb575aa312f7']",2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,3,0,2,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
8,b5bdaad4-2b82-42ae-b150-fb575aa312f7,Lucia Ferrer-Guillem,2,2,4,3,1,"['ca0dfccf-5819-4419-9ab1-2cab701ddf46', '654ad47a-47eb-4612-a32c-7906f5783240']",3,1,1,1,1,1,0,0,1,5,0,0,0,0,0,0,3,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
8,ca0dfccf-5819-4419-9ab1-2cab701ddf46,Montserrat Casamitjana Vilarrasa,2,1,0,5,1,"['b5bdaad4-2b82-42ae-b150-fb575aa312f7', '654ad47a-47eb-4612-a32c-7906f5783240']",3,1,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
9,9f3851e1-0e55-4348-bea2-a1c183229141,Sofia Elena Thompson,2,2,3,2,1,['1a22fa01-da83-43a7-af3c-d68ad1879a92'],2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; TensorFlow; year_of_study; E-commerce/Retail; DevOps
9,1a22fa01-da83-43a7-af3c-d68ad1879a92,Céline Rivière,2,2,3,1,2,['9f3851e1-0e55-4348-bea2-a1c183229141'],4,1,1,1,1,1,0,0,0,0,0,7,7,0,1,0,3,0,0,0,0,0,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; TensorFlow; year_of_study; E-commerce/Retail; DevOps
10,a82e8bf9-2c74-4afd-ba71-4526c73cc133,Eva Pagès,2,1,2,5,1,['8e90a768-41d7-4cbc-826b-9e0b3453f3d2'],3,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps; Music/Art
10,8e90a768-41d7-4cbc-826b-9e0b3453f3d2,Ruby Windsor.,4,2,5,4,1,['a82e8bf9-2c74-4afd-ba71-4526c73cc133'],2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps; Music/Art
11,03296e3c-5636-45dd-9a27-842ca67d8f9d,Sofía Jenkins,2,2,5,2,1,[],4,1,1,1,1,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps; Voice skills
11,fa0ea0a3-80bc-44fa-ad5f-0cf2417e7891,Ruby Paige Thompson,2,2,4,1,2,['9ef3b38f-667d-465a-91b5-1b513384bd1a'],4,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,4,6,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps; Voice skills
11,074ec95d-35e9-492e-8bc1-1b15b3def11d,Anaïs Delphine Rodriguez,4,3,6,4,1,[],4,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,7,8,0,9,0,7,0,0,1,0,0,7,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps; Voice skills
11,9ef3b38f-667d-465a-91b5-1b513384bd1a,Aurélien Sophia Lane,5,3,8,1,1,['fa0ea0a3-80bc-44fa-ad5f-0cf2417e7891'],4,1,1,1,1,1,0,0,0,0,0,6,0,0,0,0,4,0,8,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,9,0,6,5,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps; Voice skills
12,b3d0a2d3-9dd6-48f1-a9b1-ffeaba3e1781,Sofía English-Ponce,2,1,1,5,1,['d36c0f32-8b32-460d-a2e8-042dd624d9d3'],4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,Spanish; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Communication; DevOps
12,d36c0f32-8b32-460d-a2e8-042dd624d9d3,Ana Sofia Marquez,3,2,4,4,1,['b3d0a2d3-9dd6-48f1-a9b1-ffeaba3e1781'],2,1,1,1,1,1,0,5,0,0,5,0,0,0,0,0,0,0,5,2,1,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,1,0,0,Spanish; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Communication; DevOps
13,4ea33b47-0f44-4d1e-a61a-7204d0b07166,Eva Llovera Santos,3,2,3,2,1,"['8f42eea2-7183-4025-9c80-46e08470551c', 'ad2bb933-8be1-4225-90df-ca94b3b7adfd']",3,1,1,1,1,1,0,0,1,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,English; Spanish; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps; Music/Art
13,8f42eea2-7183-4025-9c80-46e08470551c,Vilassilva Martina,2,2,1,4,1,"['4ea33b47-0f44-4d1e-a61a-7204d0b07166', 'ad2bb933-8be1-4225-90df-ca94b3b7adfd']",4,1,1,1,1,1,0,0,1,0,0,3,0,0,0,0,3,6,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,English; Spanish; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps; Music/Art
13,ad2bb933-8be1-4225-90df-ca94b3b7adfd,Alicia Ryder,2,2,2,1,1,"['8f42eea2-7183-4025-9c80-46e08470551c', '4ea33b47-0f44-4d1e-a61a-7204d0b07166']",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,7,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,English; Spanish; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps; Music/Art
14,402716d9-a417-4cc1-9602-030eb54babda,Sofia Riviera,3,3,9,3,2,"['5cc1d70c-9f2a-4f94-90fa-f5882281238c', '1fc7a0a9-12fd-4a4b-9382-3babb7b4023a', 'c33e3761-8632-4609-82a6-5d954f5f1e5a']",4,1,1,0,1,1,4,6,0,0,7,5,0,0,0,9,6,7,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,1,0,0,0,0,0,0,9,7,0,0,0,1,1,1,0,0,0,1,1,5,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6,0,0,0,0,1,1,0,0,0,0,1,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; Education; DevOps
14,c33e3761-8632-4609-82a6-5d954f5f1e5a,Aurèlia Sofia Elliot,1,1,0,5,1,"['402716d9-a417-4cc1-9602-030eb54babda', '5cc1d70c-9f2a-4f94-90fa-f5882281238c', '1fc7a0a9-12fd-4a4b-9382-3babb7b4023a']",3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; Education; DevOps
14,5cc1d70c-9f2a-4f94-90fa-f5882281238c,Sophia Lenzoli,2,2,2,2,1,"['402716d9-a417-4cc1-9602-030eb54babda', '1fc7a0a9-12fd-4a4b-9382-3babb7b4023a', 'c33e3761-8632-4609-82a6-5d954f5f1e5a']",4,1,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; Education; DevOps
14,1fc7a0a9-12fd-4a4b-9382-3babb7b4023a,Aurélien Jackson Lopez,1,1,1,5,1,"['402716d9-a417-4cc1-9602-030eb54babda', '5cc1d70c-9f2a-4f94-90fa-f5882281238c', 'c33e3761-8632-4609-82a6-5d954f5f1e5a']",4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; Education; DevOps
